id,iso,lang,text,openai/gpt4,ISO code,ISO language name,native_speakers,writing_system,language_family,region,continent,ISO639P3code,Macroarea,Family,Subfamily,Genus,script_simplified,is_indo_european,xlm-roberta-base,bert-base-uncased,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,bigscience/bloom,StabilityAI/stablelm-base-alpha-7b,google/flan-t5-base,facebook/mbart-large-50,facebook/nllb-200-distilled-600M,EleutherAI/gpt-neox-20b,Xenova/gpt-4o,Xenova/claude-tokenizer,CohereForAI/aya-101,meta-llama/Meta-Llama-3-70B,mistralai/Mixtral-8x22B-v0.1,google/gemma-7b,simbolo-ai/multilingual-partial-syllable-tokenizer,Cohere/multilingual-22-12,Cohere/Cohere-embed-multilingual-v3.0,tokenized_text
3281,my-MM,Burmese,အိုလီ ကျေးဇူးပြု၍ မီးရောင်တွေ ကို လျှော့ပေးပါ,87,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,8.0,18.0,81.0,74.0,11.0,18.0,15.0,74.0,24,46,20,87,72,38,63,14,14,"[265, 260, 919, 336, 272, 1207, 326, 444, 1223, 1071, 1162, 315, 287, 361, 1026, 650, 364, 278]"
3285,my-MM,Burmese,မနက်ဖြန် မန္တလေး မှာ မိုးရွာ မလား,62,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,7.0,15.0,55.0,51.0,11.0,15.0,15.0,51.0,19,33,11,62,46,25,51,12,11,"[280, 602, 286, 264, 280, 961, 368, 754, 280, 515, 418, 280, 506]"
3287,my-MM,Burmese,ပျဥ်းမနား မြို့ မှာ ဘယ်အချိန်ရှိပြီလဲ,71,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,6.0,18.0,62.0,63.0,9.0,18.0,14.0,63.0,23,38,16,71,62,30,54,15,13,"[770, 1219, 1147, 1149, 1157, 658, 984, 754, 560, 935, 316, 505, 425]"
3293,my-MM,Burmese,အရှေ့တိုင်း နဲ့ ပစိဖိတ် စံတော်ချိန် ဘယ်လောက်ကွာလဲ,94,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,20.0,7.0,20.0,80.0,78.0,11.0,20.0,18.0,78.0,29,49,18,94,78,40,72,19,16,"[265, 1064, 485, 736, 318, 1166, 1155, 1178, 372, 310, 1180, 345, 452, 560, 556, 1153, 418, 425]"
3296,my-MM,Burmese,အနီးနား တရုတ် စားသောက်ဆိုင် တွေက အရောက်ပို့စနစ် ရှိသလား,105,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,8.0,17.0,93.0,82.0,13.0,17.0,18.0,82.0,31,49,16,105,68,41,83,17,13,"[265, 797, 658, 982, 947, 1163, 296, 540, 1148, 512, 265, 457, 989, 1166, 679, 472, 1163, 506]"
3309,my-MM,Burmese,ရန်ကုန် ရာသီဥတုဘယ်လိုလဲ,45,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,4.0,10.0,39.0,36.0,5.0,10.0,10.0,36.0,15,27,9,45,38,18,36,11,7,"[904, 859, 931, 1219, 988, 1182, 268, 324, 425]"
3340,my-MM,Burmese,ဟုတ်ပြီ ဂူဂဲလ် မိုးလေဝသ အခြေအနေ ဘယ်လိုရှိလဲ,82,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,7.0,19.0,73.0,74.0,11.0,19.0,18.0,74.0,27,47,19,82,76,37,66,17,15,"[491, 355, 505, 522, 1179, 1193, 1171, 520, 280, 304, 536, 1185, 1163, 821, 592, 987, 316, 425]"
3377,my-MM,Burmese,မီးအရောင် လျှော့ပါ,35,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,4.0,9.0,33.0,31.0,5.0,9.0,8.0,31.0,10,17,7,35,31,15,25,9,7,"[1071, 604, 315, 1026, 650, 278]"
3394,my-MM,Burmese,ကျေးဇူးပြုပြီး ငါ့ရဲ့ wemo ပလပ်ပေါက် ကို ဖွင့်ပါ,84,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,9.0,18.0,75.0,73.0,14.0,18.0,15.0,73.0,27,49,21,84,75,42,69,15,14,"[336, 272, 1207, 326, 444, 317, 747, 1160, 402, 1148, 1245, 1189, 1215, 1192, 318, 1100, 953, 361, 1121, 415, 278]"
3402,my-MM,Burmese,နောက်တစ်ပတ် ရာသီဥတုဘယ်လိုရှိမလဲ,61,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,4.0,14.0,53.0,49.0,5.0,14.0,12.0,49.0,20,34,12,61,48,24,48,14,10,"[551, 380, 668, 859, 931, 1219, 988, 1182, 268, 324, 316, 1157, 425]"
3404,my-MM,Burmese,သီချင်း ကို ဘယ်လို ထပ်ကာထပ်ကာဖွင့် လဲ,70,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,7.0,14.0,56.0,57.0,11.0,14.0,13.0,57.0,22,37,18,70,64,30,57,13,10,"[1111, 559, 361, 987, 340, 281, 440, 1095, 440, 406, 300, 289, 1171]"
3421,my-MM,Burmese,ဒါက ဘယ် ဂီတ လဲ,25,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,6.0,11.0,21.0,22.0,9.0,11.0,6.0,22.0,10,18,8,25,31,13,24,8,6,"[462, 1153, 560, 522, 1174, 1154, 289, 1171]"
3437,my-MM,Burmese,အလင်းရောင် မြှင့်ပါ,37,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,4.0,10.0,31.0,32.0,5.0,10.0,8.0,32.0,9,17,7,37,28,14,28,9,7,"[767, 267, 1162, 315, 374, 1168, 415, 278]"
3439,my-MM,Burmese,ချစ်ကြည်နူးဖွယ်သီချင်း ဖွင့်ပေးပါ,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,4.0,14.0,54.0,56.0,5.0,14.0,13.0,56.0,20,35,13,65,62,27,48,13,10,"[499, 271, 749, 1159, 326, 406, 268, 931, 559, 385, 845, 364, 278]"
3443,my-MM,Burmese,ဒီလ နှစ်ဆယ့်နှစ် ဘယ်ရက်သတ္တပတ်နေ့လဲ,68,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,5.0,17.0,55.0,58.0,7.0,17.0,15.0,58.0,21,41,15,68,64,30,56,16,14,"[393, 1164, 566, 1176, 1172, 363, 381, 560, 619, 1163, 643, 1154, 668, 430, 425]"
3454,my-MM,Burmese,အိပ်တော့,16,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,5.0,3.0,5.0,14.0,13.0,3.0,5.0,4.0,13.0,4,8,3,16,11,7,11,5,2,"[265, 469, 322]"
3463,my-MM,Burmese,မနက်ဖြန် မနက်ခုနစ်နာရီ အိပ်ရာထ ဖို့နှိုးစက်လုပ်ပေးပါ,101,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,23.0,6.0,23.0,85.0,83.0,9.0,23.0,23.0,83.0,29,54,21,101,71,43,80,20,19,"[280, 602, 286, 264, 280, 602, 377, 679, 443, 585, 265, 469, 331, 1181, 385, 282, 311, 304, 918, 366, 364, 278]"
3464,my-MM,Burmese,ကျေးဇူးပြ၍ အပြင်ဘက် မီးချောင်းများ အားလုံး ဖွင့်ပါ,97,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,8.0,17.0,86.0,80.0,11.0,17.0,16.0,80.0,25,49,20,97,81,39,72,19,11,"[336, 272, 1207, 326, 270, 1223, 265, 564, 631, 1071, 292, 314, 307, 590, 427, 385, 845, 278]"
3466,my-MM,Burmese,ကျေးဇူးပြု၍ အသံ ကျယ်ပေးပါ,49,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,6.0,12.0,45.0,42.0,7.0,12.0,10.0,42.0,14,28,13,49,42,23,37,9,7,"[336, 272, 1207, 326, 444, 1223, 459, 1180, 336, 268, 364, 278]"
3471,my-MM,Burmese,ရွေးကောက်ပွဲရလဒ် အပေါ်သီတင်းတွေကိုရယူပါ,77,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,4.0,14.0,69.0,64.0,5.0,14.0,15.0,64.0,24,41,11,77,62,31,57,13,10,"[1076, 957, 489, 1162, 1164, 1183, 1147, 265, 463, 931, 547, 417, 1162, 475, 278]"
3496,my-MM,Burmese,တင်ဇာမော် သီချင်း နားထောင်မယ်,56,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,5.0,11.0,46.0,44.0,7.0,11.0,10.0,44.0,16,29,11,56,42,21,43,10,8,"[828, 1131, 1157, 337, 1111, 559, 1049, 623, 376]"
3511,my-MM,Burmese,ညအချိန်,14,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,4.0,3.0,4.0,13.0,13.0,3.0,4.0,4.0,13.0,5,7,2,14,14,6,11,4,2,"[688, 935]"
3528,my-MM,Burmese,ပါဆယ်ယူသွား၍ရသော အစားအစာ ပေးပါ,59,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,7.0,14.0,55.0,51.0,7.0,14.0,13.0,51.0,17,32,13,59,47,25,46,14,10,"[517, 1176, 268, 475, 382, 1223, 1162, 367, 265, 375, 1165, 439, 783, 278]"
3530,my-MM,Burmese,ရိုမန့်တစ် တစ်ခုခု ဖွင့်ပါ,50,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,5.0,13.0,41.0,41.0,7.0,13.0,10.0,41.0,15,24,11,50,41,23,40,12,8,"[305, 260, 1157, 1159, 363, 380, 1053, 377, 1121, 415, 278]"
3547,my-MM,Burmese,သောကြာနေ့ ကမ်းခြေ မှာ သာယာ မလား,58,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,7.0,14.0,52.0,47.0,11.0,14.0,13.0,47.0,17,29,13,58,42,26,46,13,9,"[283, 261, 755, 430, 288, 320, 538, 754, 1014, 558, 280, 506]"
3551,my-MM,Burmese,လွှမ်းပိုင် ရဲ့ စတုတ္ထမြောက် အယ်လ်ဘမ် ကိုဖွင့်ပါ,92,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,7.0,21.0,77.0,76.0,11.0,21.0,19.0,76.0,25,48,20,92,77,38,72,21,18,"[1068, 320, 786, 305, 269, 310, 988, 643, 1181, 911, 265, 268, 520, 1182, 299, 361, 406, 415, 278]"
3563,my-MM,Burmese,ငါ့ကိုကော်ဖီဖျော်ပေးပါ,44,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,3.0,10.0,40.0,36.0,3.0,10.0,11.0,36.0,14,24,10,44,37,18,29,11,8,"[747, 1160, 275, 1153, 337, 1178, 1174, 1055, 337, 364, 278]"
3588,my-MM,Burmese,ဒီအပတ် ဘယ်နေ့မှာ မိုးရွာ မလဲ,53,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,6.0,13.0,47.0,46.0,9.0,13.0,12.0,46.0,15,31,11,53,47,23,43,12,9,"[393, 1165, 668, 560, 430, 302, 280, 515, 418, 280, 425]"
3589,my-MM,Burmese,ဒီတစ်ပတ် ရာသီဥတုဘယ်လိုလဲ,47,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,4.0,12.0,41.0,38.0,5.0,12.0,11.0,38.0,17,30,11,47,43,19,38,13,9,"[393, 380, 668, 859, 931, 1219, 988, 1182, 268, 324, 425]"
3599,my-MM,Burmese,နေ့ခင်းတစ်နာရီ အတွက် နှိုးစက် တိုက်ထားပေးပါ,83,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,6.0,17.0,72.0,64.0,9.0,17.0,16.0,64.0,21,41,16,83,58,33,64,14,12,"[1148, 430, 1170, 267, 380, 443, 585, 946, 798, 304, 918, 781, 351, 364, 278]"
3602,my-MM,Burmese,မြန်မာ့ရွေးကောက်ပွဲ အကြောင်း နောက်ဆုံးရသတင်းကဘာလဲ,96,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,5.0,12.0,84.0,75.0,7.0,12.0,14.0,75.0,25,48,12,96,68,37,71,16,10,"[476, 1160, 1162, 390, 957, 489, 972, 551, 432, 1162, 1163, 547, 1153, 458, 425]"
3609,my-MM,Burmese,ကျေးဇူးပြုပြီး ငါ့အတွက် ကော်ဖီ ဖျော်ပေးပါ,79,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,6.0,15.0,71.0,65.0,9.0,15.0,15.0,65.0,24,45,18,79,66,38,57,14,11,"[336, 272, 1207, 326, 444, 317, 747, 1160, 413, 288, 337, 1178, 1174, 385, 1169, 337, 364, 278]"
3613,my-MM,Burmese,ဒီနေ့ နေသာ မလား,28,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,8.0,5.0,8.0,26.0,25.0,7.0,8.0,7.0,25.0,7,16,6,28,24,13,23,7,5,"[393, 430, 523, 397, 280, 506]"
3620,my-MM,Burmese,အခု ရန်ကုန် မှာရာသီဥတုဘယ်လိုရှိလဲ,64,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,5.0,12.0,57.0,53.0,7.0,12.0,13.0,53.0,20,37,12,64,54,27,51,13,10,"[656, 904, 754, 331, 931, 1219, 988, 1182, 268, 324, 316, 425]"
3632,my-MM,Burmese,ငါ့ရဲ့ သီချင်းစဥ် ကိုနားထောင်ချင်တယ် အဲဒါ ကိုဖွင့်ပေးပါ,106,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,7.0,19.0,92.0,90.0,11.0,19.0,20.0,90.0,32,60,23,106,94,42,81,18,17,"[747, 1160, 402, 1111, 559, 1166, 1219, 1147, 361, 658, 623, 497, 290, 482, 660, 361, 406, 300, 364, 278]"
3637,my-MM,Burmese,အိုလီ ဟန်ထူးလွင် ရဲ့ မယ်တင် ကို ဖွင့်ပေးပါ,79,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,8.0,19.0,66.0,68.0,13.0,19.0,17.0,68.0,24,45,19,79,71,33,64,16,14,"[265, 260, 919, 491, 264, 1181, 326, 1164, 1063, 305, 269, 280, 268, 460, 361, 1121, 415, 364, 278]"
3649,my-MM,Burmese,မန္တလေး မှာ ဘယ်လောက် ပူ လဲ,48,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,7.0,14.0,41.0,41.0,11.0,14.0,9.0,41.0,14,27,10,48,45,22,41,8,8,"[280, 961, 368, 754, 560, 556, 318, 1179, 289, 1171]"
3651,my-MM,Burmese,တောင်ငူ မှာလက်ရှိဘယ်နှနာရီလဲ,55,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,4.0,13.0,48.0,47.0,5.0,13.0,13.0,47.0,17,31,13,55,49,23,42,14,10,"[991, 1156, 1179, 754, 503, 316, 1182, 268, 311, 443, 585, 425]"
3652,my-MM,Burmese,အခု ဖားကန့် မှာဘယ်အချိန်လဲ,50,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,5.0,11.0,43.0,42.0,7.0,11.0,11.0,42.0,17,27,11,50,47,22,40,12,9,"[656, 385, 263, 1153, 1159, 363, 754, 1182, 268, 935, 425]"
3665,my-MM,Burmese,တနင်္ဂနွေနေ့ မှာ ဂါဝန်ဝတ်ရင် အရမ်း အေး နေမလား,85,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,8.0,21.0,71.0,73.0,13.0,21.0,19.0,73.0,31,47,22,85,66,36,71,21,17,"[297, 1159, 762, 1159, 479, 430, 754, 522, 1175, 628, 1185, 277, 371, 661, 320, 265, 272, 523, 1157, 506]"
3676,my-MM,Burmese,နီနီခင်ဇော် သီချင်း အချို့ နားထောင်လို့ရမလား,85,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,6.0,16.0,75.0,72.0,9.0,16.0,14.0,72.0,25,41,17,85,73,33,64,16,12,"[350, 1174, 834, 581, 1207, 337, 1111, 559, 265, 794, 1049, 623, 357, 1162, 1157, 506]"
3701,my-MM,Burmese,ဒါက အရမ်း လင်းလွန်းတယ်,42,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,5.0,11.0,33.0,33.0,7.0,11.0,8.0,33.0,12,20,9,42,35,16,35,9,8,"[462, 1153, 661, 320, 289, 267, 1164, 596, 290]"
3704,my-MM,Burmese,ပီဇာနဲ့ကြက်တောင်ပံကြော် ကို ပီဇာဟက်တ် ကမှာပေးပါ,91,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,23.0,6.0,23.0,80.0,71.0,9.0,23.0,22.0,71.0,27,51,23,91,68,39,69,23,19,"[318, 1174, 1131, 329, 276, 262, 528, 1158, 1180, 276, 337, 361, 318, 1174, 1131, 1187, 262, 277, 288, 302, 364, 278]"
3705,my-MM,Burmese,ဒီနေ့ နေ့စွဲနဲ့အချိန်ဘာလဲ,49,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,4.0,11.0,46.0,47.0,5.0,11.0,9.0,47.0,17,31,9,49,52,24,36,9,8,"[393, 430, 1148, 430, 1001, 329, 935, 458, 425]"
3712,my-MM,Burmese,ငါ့ရဲ့ လက်ရှိ ပလေးလစ်စ် ကို ထိပ်ဆုံး ကနေဖွင့်ပါ,89,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,8.0,18.0,75.0,77.0,13.0,18.0,19.0,77.0,25,49,19,89,78,42,71,18,14,"[747, 1160, 402, 467, 316, 318, 368, 1164, 271, 271, 361, 340, 469, 432, 288, 293, 406, 415, 278]"
3713,my-MM,Burmese,ငါ့ရဲ့ အကြိုက်ဆုံး ကန်းထရီး သီချင်း ကို ဖွင့်ပါ။,92,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,9.0,17.0,79.0,77.0,13.0,17.0,16.0,77.0,25,51,19,92,81,40,71,17,14,"[747, 1160, 402, 933, 356, 432, 288, 301, 1181, 690, 1111, 559, 361, 1121, 415, 424]"
3720,my-MM,Burmese,အခု ပဲခူး မှာ ဘယ်နှနာရီလဲ,47,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,6.0,10.0,42.0,42.0,9.0,10.0,13.0,42.0,16,29,9,47,48,23,39,12,7,"[656, 318, 1171, 1170, 326, 754, 560, 311, 443, 585, 425]"
3721,my-MM,Burmese,olly အခု မြန်မာ မှာ ဘယ်နှစ်နာရီလဲ,55,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,8.0,12.0,45.0,48.0,12.0,12.0,12.0,48.0,17,32,11,55,47,25,51,11,9,"[1148, 1192, 1205, 1205, 1227, 656, 476, 754, 560, 381, 443, 585, 425]"
3724,my-MM,Burmese,ဘစ်ဘက် ရဲ့ ရွှေယုန်ရွှေကျား ကိုကျေးဇူးပြုပြီးဖွင့်ပေးပါ,107,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,20.0,6.0,20.0,97.0,90.0,9.0,20.0,22.0,90.0,34,60,25,107,92,46,77,25,17,"[352, 271, 631, 305, 269, 305, 887, 1172, 441, 1162, 887, 330, 263, 361, 1067, 1207, 326, 444, 317, 406, 300, 364, 278]"
3744,my-MM,Burmese,ငါ့ကိုအချိန်ပြောပါ,36,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,7.0,3.0,7.0,34.0,32.0,3.0,7.0,6.0,32.0,11,18,6,36,29,14,25,6,5,"[747, 1160, 275, 935, 470, 278]"
3754,my-MM,Burmese,တယ်လီနောမြန်မာ နဲ့ပတ်သက်ပြီးနောက်ဆုံးရသတင်းဘာကြားသေးလဲ,107,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,4.0,19.0,94.0,84.0,5.0,19.0,19.0,84.0,30,57,17,107,77,44,79,21,16,"[1148, 290, 919, 1159, 261, 339, 447, 736, 668, 532, 317, 636, 432, 1162, 1163, 547, 458, 490, 565, 425]"
3758,my-MM,Burmese,ဒါပြီးရင် ငါ့ကို နွေဦး ဖွင့်ပြ,57,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,6.0,13.0,51.0,51.0,9.0,13.0,11.0,51.0,19,33,13,57,51,27,44,12,10,"[462, 317, 371, 747, 1160, 275, 350, 479, 370, 1121, 415, 270]"
3768,my-MM,Burmese,ဂျက်ဇ် သီချင်း နည်းနည်း နားထောင်အောင်,71,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,6.0,15.0,56.0,56.0,9.0,15.0,10.0,56.0,19,36,15,71,56,27,55,11,11,"[994, 262, 1207, 1147, 1111, 559, 866, 524, 1049, 623, 431]"
